row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
42,115.08689880371094,12.300248333333334,DETECTED,115.087 m/z @12.3 [26C sample 1],115.08689880371094,12.300248333333334,
43,115.99613952636719,2.8772533333333334,DETECTED,115.996 m/z @2.9 [26C sample 1],115.99613952636719,2.8772533333333334,
44,116.0344467163086,11.801078333333333,DETECTED,116.034 m/z @11.8 [26C sample 1],116.0344467163086,11.801078333333333,
45,116.07079315185547,22.786076666666666,DETECTED,116.071 m/z @22.8 [26C sample 1],116.07079315185547,22.786076666666666,
46,117.0740737915039,22.786076666666666,DETECTED,117.074 m/z @22.8 [26C sample 1],117.0740737915039,22.786076666666666,
47,117.09141540527344,3.23842,DETECTED,117.091 m/z @3.2 [26C sample 1],117.09141540527344,3.23842,
48,118.08647155761719,9.121245,DETECTED,118.086 m/z @9.1 [26C sample 1],118.08647155761719,9.121245,
49,119.03553009033203,6.220411666666667,DETECTED,119.036 m/z @6.2 [26C sample 1],119.03553009033203,6.220411666666667,
50,119.05882263183594,2.9404116666666664,DETECTED,119.059 m/z @2.9 [26C sample 1],119.05882263183594,2.9404116666666664,
51,119.07072448730469,6.712255,DETECTED,119.071 m/z @6.7 [26C sample 1],119.07072448730469,6.712255,
52,119.08573150634766,2.919425,DETECTED,119.086 m/z @2.9 [26C sample 1],119.08573150634766,2.919425,
53,120.0657958984375,10.94108,DETECTED,120.066 m/z @10.9 [26C sample 1],120.0657958984375,10.94108,
54,120.08103942871094,6.734911666666667,DETECTED,120.081 m/z @6.7 [26C sample 1],120.08103942871094,6.734911666666667,
55,120.10397338867188,6.734911666666667,DETECTED,120.104 m/z @6.7 [26C sample 1],120.10397338867188,6.734911666666667,
56,121.06522369384766,3.0249149999999996,DETECTED,121.065 m/z @3.0 [26C sample 1],121.06522369384766,3.0249149999999996,
57,121.08429718017578,6.734911666666667,DETECTED,121.084 m/z @6.7 [26C sample 1],121.08429718017578,6.734911666666667,
58,122.02727508544922,10.847745,DETECTED,122.027 m/z @10.8 [26C sample 1],122.02727508544922,10.847745,
59,122.06024932861328,12.782081666666667,DETECTED,122.060 m/z @12.8 [26C sample 1],122.06024932861328,12.782081666666667,
60,122.07479858398438,3.0249149999999996,DETECTED,122.075 m/z @3.0 [26C sample 1],122.07479858398438,3.0249149999999996,
61,122.08758544921875,6.734911666666667,DETECTED,122.088 m/z @6.7 [26C sample 1],122.08758544921875,6.734911666666667,
62,122.94424438476562,3.088581666666667,DETECTED,122.944 m/z @3.1 [26C sample 1],122.94424438476562,3.088581666666667,
63,123.04434967041016,9.520913333333333,DETECTED,123.044 m/z @9.5 [26C sample 1],123.04434967041016,9.520913333333333,
64,123.05561828613281,23.07408,DETECTED,123.056 m/z @23.1 [26C sample 1],123.05561828613281,23.07408,
65,123.09185791015625,17.954748333333335,DETECTED,123.092 m/z @18.0 [26C sample 1],123.09185791015625,17.954748333333335,
66,123.8954086303711,3.4742450000000002,DETECTED,123.895 m/z @3.5 [26C sample 1],123.8954086303711,3.4742450000000002,
67,123.96749877929688,9.982086666666667,DETECTED,123.967 m/z @10.0 [26C sample 1],123.96749877929688,9.982086666666667,
68,123.99838256835938,3.0249149999999996,DETECTED,123.998 m/z @3.0 [26C sample 1],123.99838256835938,3.0249149999999996,
69,124.01554107666016,10.027923333333336,DETECTED,124.016 m/z @10.0 [26C sample 1],124.01554107666016,10.027923333333336,
70,124.03961944580078,10.075086666666667,DETECTED,124.040 m/z @10.1 [26C sample 1],124.03961944580078,10.075086666666667,
71,124.05886840820312,22.92657833333333,DETECTED,124.059 m/z @22.9 [26C sample 1],124.05886840820312,22.92657833333333,
72,124.08715057373047,6.220411666666667,DETECTED,124.087 m/z @6.2 [26C sample 1],124.08715057373047,6.220411666666667,
73,124.11186218261719,10.027923333333336,DETECTED,124.112 m/z @10.0 [26C sample 1],124.11186218261719,10.027923333333336,
74,124.17761993408203,10.050911666666666,DETECTED,124.178 m/z @10.1 [26C sample 1],124.17761993408203,10.050911666666666,
75,125.00003814697266,11.711746666666667,DETECTED,125.000 m/z @11.7 [26C sample 1],125.00003814697266,11.711746666666667,
76,125.04270935058594,10.075086666666667,DETECTED,125.043 m/z @10.1 [26C sample 1],125.04270935058594,10.075086666666667,
77,125.06002044677734,5.36892,DETECTED,125.060 m/z @5.4 [26C sample 1],125.06002044677734,5.36892,
78,125.07119750976562,5.501915,DETECTED,125.071 m/z @5.5 [26C sample 1],125.07119750976562,5.501915,
79,125.09040069580078,6.297246666666667,DETECTED,125.090 m/z @6.3 [26C sample 1],125.09040069580078,6.297246666666667,
80,126.04328918457031,10.075086666666667,DETECTED,126.043 m/z @10.1 [26C sample 1],126.04328918457031,10.075086666666667,
81,126.05522155761719,6.44975,DETECTED,126.055 m/z @6.4 [26C sample 1],126.05522155761719,6.44975,
82,126.06665802001953,7.323245,DETECTED,126.067 m/z @7.3 [26C sample 1],126.06665802001953,7.323245,
83,126.09148406982422,9.766581666666667,DETECTED,126.091 m/z @9.8 [26C sample 1],126.09148406982422,9.766581666666667,
84,127.03926086425781,13.783078333333332,DETECTED,127.039 m/z @13.8 [26C sample 1],127.03926086425781,13.783078333333332,
85,127.05059051513672,10.774745,DETECTED,127.051 m/z @10.8 [26C sample 1],127.05059051513672,10.774745,
86,127.09815216064453,22.833078333333333,DETECTED,127.098 m/z @22.8 [26C sample 1],127.09815216064453,22.833078333333333,
87,127.10960388183594,11.575748333333333,DETECTED,127.110 m/z @11.6 [26C sample 1],127.10960388183594,11.575748333333333,
88,127.12333679199219,9.693246666666665,DETECTED,127.123 m/z @9.7 [26C sample 1],127.12333679199219,9.693246666666665,
89,128.04248046875,13.760081666666663,DETECTED,128.042 m/z @13.8 [26C sample 1],128.04248046875,13.760081666666663,
90,128.0709991455078,21.91157833333333,DETECTED,128.071 m/z @21.9 [26C sample 1],128.0709991455078,21.91157833333333,
91,128.08212280273438,22.92657833333333,DETECTED,128.082 m/z @22.9 [26C sample 1],128.08212280273438,22.92657833333333,
92,128.101318359375,22.856411666666666,DETECTED,128.101 m/z @22.9 [26C sample 1],128.101318359375,22.856411666666666,
93,128.9070587158203,11.217246666666666,DETECTED,128.907 m/z @11.2 [26C sample 1],128.9070587158203,11.217246666666666,
94,128.92822265625,29.766581666666664,DETECTED,128.928 m/z @29.8 [26C sample 1],128.92822265625,29.766581666666664,
95,128.95382690429688,29.83841333333333,DETECTED,128.954 m/z @29.8 [26C sample 1],128.95382690429688,29.83841333333333,
96,128.97940063476562,29.647578333333332,DETECTED,128.979 m/z @29.6 [26C sample 1],128.97940063476562,29.647578333333332,
97,129.01011657714844,3.1075233333333334,DETECTED,129.010 m/z @3.1 [26C sample 1],129.01011657714844,3.1075233333333334,
98,129.05482482910156,3.0249149999999996,DETECTED,129.055 m/z @3.0 [26C sample 1],129.05482482910156,3.0249149999999996,
99,129.06622314453125,11.485745,DETECTED,129.066 m/z @11.5 [26C sample 1],129.06622314453125,11.485745,
100,129.1025390625,8.874411666666667,DETECTED,129.103 m/z @8.9 [26C sample 1],129.1025390625,8.874411666666667,
101,129.127685546875,39.67874666666667,DETECTED,129.128 m/z @39.7 [26C sample 1],129.127685546875,39.67874666666667,
102,129.9569854736328,29.83841333333333,DETECTED,129.957 m/z @29.8 [26C sample 1],129.9569854736328,29.83841333333333,
103,129.973876953125,3.0674116666666666,DETECTED,129.974 m/z @3.1 [26C sample 1],129.973876953125,3.0674116666666666,
104,129.99990844726562,2.8347450000000003,DETECTED,130.000 m/z @2.8 [26C sample 1],129.99990844726562,2.8347450000000003,
105,130.02426147460938,11.846421666666666,DETECTED,130.024 m/z @11.8 [26C sample 1],130.02426147460938,11.846421666666666,
106,130.0393524169922,11.665418333333333,DETECTED,130.039 m/z @11.7 [26C sample 1],130.0393524169922,11.665418333333333,
107,130.05010986328125,11.801078333333333,DETECTED,130.050 m/z @11.8 [26C sample 1],130.05010986328125,11.801078333333333,
108,130.0609130859375,4.123753333333333,DETECTED,130.061 m/z @4.1 [26C sample 1],130.0609130859375,4.123753333333333,
109,130.0759735107422,11.801078333333333,DETECTED,130.076 m/z @11.8 [26C sample 1],130.0759735107422,11.801078333333333,
110,130.0865936279297,4.080080000000001,DETECTED,130.087 m/z @4.1 [26C sample 1],130.0865936279297,4.080080000000001,
111,130.09767150878906,22.92657833333333,DETECTED,130.098 m/z @22.9 [26C sample 1],130.09767150878906,22.92657833333333,
112,130.1128387451172,2.9404116666666664,DETECTED,130.113 m/z @2.9 [26C sample 1],130.1128387451172,2.9404116666666664,
113,130.13607788085938,4.123753333333333,DETECTED,130.136 m/z @4.1 [26C sample 1],130.13607788085938,4.123753333333333,
