row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
4972,805.3114624023438,12.830416666666666,DETECTED,805.311 m/z @12.8 [26C sample 1],805.3114624023438,12.830416666666666,
4973,805.4987182617188,3.3879116666666667,DETECTED,805.499 m/z @3.4 [26C sample 1],805.4987182617188,3.3879116666666667,
4974,805.9988403320312,3.366411666666667,DETECTED,805.999 m/z @3.4 [26C sample 1],805.9988403320312,3.366411666666667,
4975,806.3151245117188,12.805911666666667,DETECTED,806.315 m/z @12.8 [26C sample 1],806.3151245117188,12.805911666666667,
4976,806.4992065429688,3.3237449999999997,DETECTED,806.499 m/z @3.3 [26C sample 1],806.4992065429688,3.3237449999999997,
4977,806.5501098632812,2.8772533333333334,DETECTED,806.550 m/z @2.9 [26C sample 1],806.5501098632812,2.8772533333333334,
4978,806.6771850585938,2.8347450000000003,DETECTED,806.677 m/z @2.8 [26C sample 1],806.6771850585938,2.8347450000000003,
4979,806.9954223632812,3.3450800000000003,DETECTED,806.995 m/z @3.3 [26C sample 1],806.9954223632812,3.3450800000000003,
4980,808.1505737304688,8.468578333333333,DETECTED,808.151 m/z @8.5 [26C sample 1],808.1505737304688,8.468578333333333,
4981,808.4437255859375,3.0249149999999996,DETECTED,808.444 m/z @3.0 [26C sample 1],808.4437255859375,3.0249149999999996,
4982,808.7455444335938,3.761415,DETECTED,808.746 m/z @3.8 [26C sample 1],808.7455444335938,3.761415,
4983,808.8057861328125,29.957411666666665,DETECTED,808.806 m/z @30.0 [26C sample 1],808.8057861328125,29.957411666666665,
4984,808.998779296875,3.6274116666666667,DETECTED,808.999 m/z @3.6 [26C sample 1],808.998779296875,3.6274116666666667,
4985,809.0128784179688,13.288411666666667,DETECTED,809.013 m/z @13.3 [26C sample 1],809.0128784179688,13.288411666666667,
4986,809.1519165039062,8.41858,DETECTED,809.152 m/z @8.4 [26C sample 1],809.1519165039062,8.41858,
4987,809.234375,12.758748333333333,DETECTED,809.234 m/z @12.8 [26C sample 1],809.234375,12.758748333333333,
4988,809.504150390625,2.919425,DETECTED,809.504 m/z @2.9 [26C sample 1],809.504150390625,2.919425,
4989,810.0465087890625,13.504078333333332,DETECTED,810.047 m/z @13.5 [26C sample 1],810.0465087890625,13.504078333333332,
4990,810.134765625,10.075086666666667,DETECTED,810.135 m/z @10.1 [26C sample 1],810.134765625,10.075086666666667,
4991,810.2413330078125,12.758748333333333,DETECTED,810.241 m/z @12.8 [26C sample 1],810.2413330078125,12.758748333333333,
4992,810.5098266601562,2.8772533333333334,DETECTED,810.510 m/z @2.9 [26C sample 1],810.5098266601562,2.8772533333333334,
4993,810.7755737304688,30.274245,DETECTED,810.776 m/z @30.3 [26C sample 1],810.7755737304688,30.274245,
4994,811.0492553710938,2.961595,DETECTED,811.049 m/z @3.0 [26C sample 1],811.0492553710938,2.961595,
4995,811.1411743164062,10.075086666666667,DETECTED,811.141 m/z @10.1 [26C sample 1],811.1411743164062,10.075086666666667,
4996,811.1693725585938,11.352245,DETECTED,811.169 m/z @11.4 [26C sample 1],811.1693725585938,11.352245,
4997,811.1953735351562,13.736911666666668,DETECTED,811.195 m/z @13.7 [26C sample 1],811.1953735351562,13.736911666666668,
4998,811.2447509765625,12.66275,DETECTED,811.245 m/z @12.7 [26C sample 1],811.2447509765625,12.66275,
4999,811.5098876953125,2.919425,DETECTED,811.510 m/z @2.9 [26C sample 1],811.5098876953125,2.919425,
5000,811.8081665039062,29.743246666666668,DETECTED,811.808 m/z @29.7 [26C sample 1],811.8081665039062,29.743246666666668,
5001,812.1323852539062,10.00508,DETECTED,812.132 m/z @10.0 [26C sample 1],812.1323852539062,10.00508,
