masses mz, masses intensity,,masses calibrated mz, masses calibrated intensity,,mz change,ppm change,ppm change reverse,,,,masses mz, masses intensity,,masses calibrated mz, masses calibrated intensity,,change
168.9462890625,1241.03125,,168.945846557617,1241.03125,,-0.000442504882813,-2.61920451326871,-2.61921137351896,,,,172.153076171875,2106.55541992187,,172.152618408203,2106.55541992187,,-0.000457763671875
171.113418579102,24216.287109375,,171.112976074219,24216.287109375,,-0.000442504882813,-2.58603262378246,-2.58603931136448,,,,173.081146240234,1879.82006835938,,173.080688476563,1879.82006835938,,-0.000457763671875
171.138610839844,1232.92529296875,,171.138168334961,1232.92529296875,,-0.000442504882813,-2.58565194984905,-2.58565863546234,,,,174.128341674805,2255.37817382812,,174.127883911133,2255.37817382812,,-0.000457763671875
171.149673461914,35647.4765625,,171.149230957031,35647.4765625,,-0.000442504882813,-2.58548482075235,-2.58549150550139,,,,177.055084228516,2367.18896484375,,177.054611206055,2367.18896484375,,-0.000473022460938
172.115997314453,3268.51147460937,,172.115539550781,3268.51147460937,,-0.000457763671875,-2.65962303921508,-2.6596301128286,,,,178.123184204102,16484.390625,,178.122711181641,16484.390625,,-0.000473022460938
173.079132080078,1365.07250976563,,173.078674316406,1365.07250976563,,-0.000457763671875,-2.64482301461512,-2.6448300097224,,,,179.064193725586,1614.21984863281,,179.063720703125,1614.21984863281,,-0.000473022460938
173.081283569336,2782.92919921875,,173.080825805664,2782.92919921875,,-0.000457763671875,-2.64479013810653,-2.64479713303991,,,,179.126495361328,1377.62939453125,,179.126022338867,1377.62939453125,,-0.000473022460938
174.128204345703,3293.71313476563,,174.127746582031,3293.71313476563,,-0.000457763671875,-2.62888871791376,-2.62889562898782,,,,186.222290039063,1287.3759765625,,186.221801757813,1287.3759765625,,-0.00048828125
177.055099487305,3592.40185546875,,177.054626464844,3592.40185546875,,-0.000473022460938,-2.6716116186838,-2.67161875621151,,,,190.108047485352,2110.08251953125,,190.107543945313,2110.08251953125,,-0.000503540039063
178.123168945313,15858.2001953125,,178.122695922852,15858.2001953125,,-0.000473022460938,-2.65559199141987,-2.65559904360742,,,,193.095413208008,1422.21142578125,,193.094909667969,1422.21142578125,,-0.000503540039063
179.064254760742,1423.17358398438,,179.063781738281,1423.17358398438,,-0.000473022460938,-2.64163532565186,-2.64164230390748,,,,193.144073486328,2285.48413085938,,193.143569946289,2285.48413085938,,-0.000503540039063
182.191162109375,1395.45495605469,,182.190689086914,1395.45495605469,,-0.000473022460938,-2.59629751224447,-2.59630425302275,,,,194.1181640625,2726.68896484375,,194.117660522461,2726.68896484375,,-0.000503540039063
186.222290039063,1061.21862792969,,186.221801757813,1061.21862792969,,-0.00048828125,-2.62203439715824,-2.62204127224065,,,,195.123031616211,1104.52160644531,,195.122512817383,1104.52160644531,,-0.000518798828125
187.126968383789,2739.4111328125,,187.126480102539,2739.4111328125,,-0.00048828125,-2.60935798948315,-2.60936479825003,,,,197.181900024414,3200.32763671875,,197.181381225586,3200.32763671875,,-0.000518798828125
193.095199584961,1602.50366210938,,193.094696044922,1602.50366210938,,-0.000503540039063,-2.60772945233651,-2.60773625260714,,,,197.185852050781,1146.84045410156,,197.185333251953,1146.84045410156,,-0.000518798828125
193.144012451172,3583.38916015625,,193.143508911133,3583.38916015625,,-0.000503540039063,-2.6070704065434,-2.60707720337722,,,,199.181167602539,8324.9580078125,,199.180648803711,8324.9580078125,,-0.000518798828125
194.118209838867,5376.20654296875,,194.117706298828,5376.20654296875,,-0.000503540039063,-2.59398662021701,-2.59399334900105,,,,202.180740356445,8113.27197265625,,202.180206298828,8113.27197265625,,-0.000534057617188
197.184814453125,2827.38696289063,,197.184295654297,2827.38696289063,,-0.000518798828125,-2.63102830491204,-2.63103522724019,,,,212.095809936523,31111.271484375,,212.095245361328,31111.271484375,,-0.000564575195313
197.185852050781,2661.85498046875,,197.185333251953,2661.85498046875,,-0.000518798828125,-2.63101446036501,-2.63102138262031,,,,213.099212646484,2001.00549316406,,213.098648071289,2001.00549316406,,-0.000564575195313
197.187942504883,1061.50537109375,,197.187423706055,1061.50537109375,,-0.000518798828125,-2.63098656811713,-2.63099349022567,,,,217.10758972168,19874.935546875,,217.107025146484,19874.935546875,,-0.000564575195313
198.186019897461,1137.93005371094,,198.185501098633,1137.93005371094,,-0.000518798828125,-2.61773675253895,-2.6177436051026,,,,218.111312866211,1340.70007324219,,218.110733032227,1340.70007324219,,-0.000579833984375
199.181076049805,9777.84375,,199.180557250977,9777.84375,,-0.000518798828125,-2.6046592297517,-2.60466601401908,,,,219.174957275391,1877.03295898438,,219.174377441406,1877.03295898438,,-0.000579833984375
200.237777709961,1203.86975097656,,200.237243652344,1203.86975097656,,-0.000534057617188,-2.66711718086019,-2.66712429439322,,,,234.077880859375,5277.705078125,,234.077270507812,5277.705078125,,-0.0006103515625
202.180801391602,8948.564453125,,202.180267333984,8948.564453125,,-0.000534057617188,-2.64148531171904,-2.64149228918212,,,,237.19694519043,4884.13330078125,,237.196319580078,4884.13330078125,,-0.000625610351563
212.095825195312,41869.00390625,,212.095260620117,41869.00390625,,-0.000564575195313,-2.66188735583362,-2.66189444149678,,,,239.139831542969,6147.283203125,,239.139205932617,6147.283203125,,-0.000625610351563
213.099472045898,1703.53930664063,,213.098907470703,1703.53930664063,,-0.000564575195313,-2.64935051172205,-2.64935753079878,,,,241.155258178711,1105.18029785156,,241.15461730957,1105.18029785156,,-0.000640869140625
217.107849121094,23927.892578125,,217.107284545898,23927.892578125,,-0.000564575195313,-2.60043659221921,-2.60044335450727,,,,242.285095214844,7573.29052734375,,242.284454345703,7573.29052734375,,-0.000640869140625
218.110885620117,1105.66198730469,,218.110305786133,1105.66198730469,,-0.000579833984375,-2.65843670629486,-2.65844377359937,,,,244.264389038086,11575.8115234375,,244.263748168945,11575.8115234375,,-0.000640869140625
218.93684387207,1035.26513671875,,218.936264038086,1035.26513671875,,-0.000579833984375,-2.64840752301065,-2.64841453709164,,,,245.267837524414,1009.17510986328,,245.267196655273,1009.17510986328,,-0.000640869140625
219.175231933594,1520.83996582031,,219.174652099609,1520.83996582031,,-0.000579833984375,-2.64552695694502,-2.64553395577642,,,,251.047958374023,1905.22802734375,,251.047302246094,1905.22802734375,,-0.000656127929688
224.12873840332,1125.82653808594,,224.128143310547,1125.82653808594,,-0.000595092773438,-2.65513819279449,-2.65514524257203,,,,251.186325073242,5330.22607421875,,251.185668945313,5330.22607421875,,-0.000656127929688
234.078063964844,4244.15771484375,,234.077453613281,4244.15771484375,,-0.0006103515625,-2.60747014120755,-2.60747694012581,,,,272.2958984375,3859.24853515625,,272.295196533203,3859.24853515625,,-0.000701904296875
237.19709777832,3853.62084960937,,237.196472167969,3853.62084960937,,-0.000625610351563,-2.63751267373087,-2.63751963022232,,,,273.168060302734,8796.5146484375,,273.167327880859,8796.5146484375,,-0.000732421875
239.140045166016,7027.97021484375,,239.139419555664,7027.97021484375,,-0.000625610351563,-2.61608360543793,-2.61609044934927,,,,278.903961181641,1643.86950683594,,278.903228759766,1643.86950683594,,-0.000732421875
242.285125732422,6900.33203125,,242.284484863281,6900.33203125,,-0.000640869140625,-2.64510311430662,-2.64511011089561,,,,279.094329833984,3581.49609375,,279.093597412109,3581.49609375,,-0.000732421875
244.264404296875,14035.3466796875,,244.263763427734,14035.3466796875,,-0.000640869140625,-2.6236697994117,-2.62367668307298,,,,279.160064697266,8437.9267578125,,279.159332275391,8437.9267578125,,-0.000732421875
251.047729492188,1484.31652832031,,251.047073364258,1484.31652832031,,-0.000656127929688,-2.61355850943045,-2.61356534013638,,,,282.222442626953,1168.41979980469,,282.221710205078,1168.41979980469,,-0.000732421875
251.186050415039,8678.7685546875,,251.185394287109,8678.7685546875,,-0.000656127929688,-2.61211929803971,-2.61212612122476,,,,288.290618896484,38184.51171875,,288.289855957031,38184.51171875,,-0.000762939453125
259.191925048828,1071.74951171875,,259.191253662109,1071.74951171875,,-0.00067138671875,-2.59030723516375,-2.5903139448727,,,,289.294403076172,2775.51904296875,,289.293640136719,2775.51904296875,,-0.000762939453125
272.295806884766,4902.69775390625,,272.295104980469,4902.69775390625,,-0.000701904296875,-2.57772715968426,-2.5777338043787,,,,300.885437011719,1023.82708740234,,300.884643554688,1023.82708740234,,-0.00079345703125
273.168121337891,12655.73046875,,273.167388916016,12655.73046875,,-0.000732421875,-2.68121284216046,-2.68122003108204,,,,301.142364501953,1218.32580566406,,301.141571044922,1218.32580566406,,-0.00079345703125
275.258514404297,1003.63342285156,,275.257781982422,1003.63342285156,,-0.000732421875,-2.6608509334764,-2.66085801362293,,,,304.285400390625,1379.70703125,,304.284606933594,1379.70703125,,-0.00079345703125
278.904602050781,1827.04125976562,,278.903869628906,1827.04125976562,,-0.000732421875,-2.62606593657657,-2.62607283281698,,,,308.045043945312,2537.00073242187,,308.044219970703,2537.00073242187,,-0.000823974609375
279.094543457031,3524.29028320312,,279.093811035156,3524.29028320312,,-0.000732421875,-2.62427873339187,-2.62428562024881,,,,309.228057861328,2261.560546875,,309.227233886719,2261.560546875,,-0.000823974609375
279.16015625,10593.6826171875,,279.159423828125,10593.6826171875,,-0.000732421875,-2.62366193241447,-2.62366881603446,,,,313.178192138672,1105.04150390625,,313.177368164063,1105.04150390625,,-0.000823974609375
282.222015380859,1181.67932128906,,282.221282958984,1181.67932128906,,-0.000732421875,-2.59519752210541,-2.59520425717306,,,,315.179260253906,1888.38342285156,,315.178436279297,1888.38342285156,,-0.000823974609375
288.290710449219,38376.15625,,288.289947509766,38376.15625,,-0.000762939453125,-2.64642399311506,-2.64643099669355,,,,316.322479248047,3219.12182617187,,316.321655273437,3219.12182617187,,-0.000823974609375
289.294067382813,4012.15551757813,,289.293304443359,4012.15551757813,,-0.000762939453125,-2.637245416151,-2.63725237123272,,,,322.911254882812,1058.45520019531,,322.910400390625,1058.45520019531,,-0.0008544921875
304.285919189453,2653.52685546875,,304.285125732422,2653.52685546875,,-0.00079345703125,-2.60760351107795,-2.60761031069175,,,,331.210662841797,6828.00927734375,,331.209777832031,6828.00927734375,,-0.000885009765625
308.04541015625,2075.0703125,,308.044586181641,2075.0703125,,-0.000823974609375,-2.67484787050408,-2.67485502533434,,,,354.287078857422,1806.25366210938,,354.2861328125,1806.25366210938,,-0.000946044921875
309.228546142578,3481.9765625,,309.227722167969,3481.9765625,,-0.000823974609375,-2.66461366407966,-2.66462076426455,,,,371.316986083984,11035.7265625,,371.316009521484,11035.7265625,,-0.0009765625
310.043487548828,1779.55346679688,,310.042663574219,1779.55346679688,,-0.000823974609375,-2.6576097949654,-2.657616857874,,,,372.319610595703,1968.23498535156,,372.318634033203,1968.23498535156,,-0.0009765625
313.17724609375,1709.43359375,,313.176422119141,1709.43359375,,-0.000823974609375,-2.63101684318516,-2.631023765453,,,,382.877868652344,2363.40380859375,,382.876861572266,2363.40380859375,,-0.001007080078125
316.322357177734,4151.046875,,316.321533203125,4151.046875,,-0.000823974609375,-2.60485732569332,-2.60486411099268,,,,387.013244628906,1856.34997558594,,387.012237548828,1856.34997558594,,-0.001007080078125
331.210388183594,12777.8310546875,,331.209503173828,12777.8310546875,,-0.000885009765625,-2.67204712532878,-2.6720542651837,,,,388.34423828125,1182.24865722656,,388.343231201172,1182.24865722656,,-0.001007080078125
354.286895751953,2778.43505859375,,354.285949707031,2778.43505859375,,-0.000946044921875,-2.67027918113391,-2.67028631154385,,,,389.010192871094,1549.09631347656,,389.009155273438,1549.09631347656,,-0.00103759765625
371.316925048828,16801.021484375,,371.315948486328,16801.021484375,,-0.0009765625,-2.6299972721997,-2.63000418910355,,,,391.285461425781,57360.28125,,391.284423828125,57360.28125,,-0.00103759765625
372.321014404297,1457.10437011719,,372.320037841797,1457.10437011719,,-0.0009765625,-2.62290459635342,-2.62291147599999,,,,391.961761474609,2273.90625,,391.960723876953,2273.90625,,-0.00103759765625
373.222076416016,1359.92504882813,,373.221099853516,1359.92504882813,,-0.0009765625,-2.61657217434122,-2.61657902080908,,,,392.288940429688,12590.9921875,,392.287902832031,12590.9921875,,-0.00103759765625
382.878448486328,3833.37451171875,,382.87744140625,3833.37451171875,,-0.001007080078125,-2.63028666697327,-2.63029358539942,,,,396.916564941406,1640.65478515625,,396.91552734375,1640.65478515625,,-0.00103759765625
387.012725830078,2651.70678710937,,387.01171875,2651.70678710937,,-0.001007080078125,-2.60218853518313,-2.60219530658592,,,,399.892486572266,2057.77197265625,,399.891448974609,2057.77197265625,,-0.00103759765625
388.343658447266,1525.06530761719,,388.342651367187,1525.06530761719,,-0.001007080078125,-2.59327030638703,-2.59327703145535,,,,400.888244628906,9903.5244140625,,400.887176513672,9903.5244140625,,-0.001068115234375
389.011016845703,1312.01733398438,,389.009979248047,1312.01733398438,,-0.00103759765625,-2.66727062041421,-2.66727773476574,,,,401.887878417969,1365.013671875,,401.886810302734,1365.013671875,,-0.001068115234375
391.285583496094,71875.7890625,,391.284545898437,71875.7890625,,-0.00103759765625,-2.65176561574076,-2.65177264762028,,,,413.267181396484,15314.9111328125,,413.266082763672,15314.9111328125,,-0.0010986328125
391.962249755859,2653.9462890625,,391.961212158203,2653.9462890625,,-0.00103759765625,-2.64718772508395,-2.64719473270535,,,,414.270660400391,2471.966796875,,414.269561767578,2471.966796875,,-0.0010986328125
392.288879394531,14808.65625,,392.287841796875,14808.65625,,-0.00103759765625,-2.64498360965892,-2.64499060561572,,,,419.315551757813,1465.58544921875,,419.314453125,1465.58544921875,,-0.0010986328125
396.917297363281,4258.69140625,,396.916259765625,4258.69140625,,-0.00103759765625,-2.61414068659329,-2.61414752034268,,,,427.043304443359,3004.83959960937,,427.042175292969,3004.83959960937,,-0.001129150390625
399.892242431641,1325.1328125,,399.891204833984,1325.1328125,,-0.00103759765625,-2.59469313518222,-2.59469986763215,,,,427.379150390625,11506.818359375,,427.378021240234,11506.818359375,,-0.001129150390625
400.245391845703,1486.88684082031,,400.244354248047,1486.88684082031,,-0.00103759765625,-2.59240375377014,-2.59241047434478,,,,428.383697509766,1090.50549316406,,428.382568359375,1090.50549316406,,-0.001129150390625
400.888519287109,11314.69140625,,400.887451171875,11314.69140625,,-0.001068115234375,-2.66436972621317,-2.66437682509813,,,,429.041107177734,1594.33923339844,,429.039978027344,1594.33923339844,,-0.001129150390625
401.888519287109,1055.10327148438,,401.887451171875,1055.10327148438,,-0.001068115234375,-2.65774010232907,-2.65774716593029,,,,429.241363525391,1476.33837890625,,429.240234375,1476.33837890625,,-0.001129150390625
413.267456054688,16977.138671875,,413.266357421875,16977.138671875,,-0.0010986328125,-2.658406309048,-2.6584133761909,,,,436.343536376953,8283.5986328125,,436.342376708984,8283.5986328125,,-0.00115966796875
414.27099609375,3729.591796875,,414.269897460938,3729.591796875,,-0.0010986328125,-2.65196652157463,-2.65197355451971,,,,437.346160888672,1468.05407714844,,437.345001220703,1468.05407714844,,-0.00115966796875
419.317443847656,1077.06518554688,,419.316345214844,1077.06518554688,,-0.0010986328125,-2.62005034281175,-2.62005720749354,,,,444.405792236328,5124.412109375,,444.404632568359,5124.412109375,,-0.00115966796875
427.044311523438,3191.76049804687,,427.043182373047,3191.76049804687,,-0.001129150390625,-2.64410591630847,-2.64411290762306,,,,445.409423828125,1003.91387939453,,445.408264160156,1003.91387939453,,-0.00115966796875
427.379455566406,12400.140625,,427.378326416016,12400.140625,,-0.001129150390625,-2.64203245129913,-2.64203943165305,,,,464.375152587891,2281.3203125,,464.373931884766,2281.3203125,,-0.001220703125
428.382843017578,2688.53637695313,,428.381713867188,2688.53637695313,,-0.001129150390625,-2.63584410307176,-2.63585105076421,,,,465.377471923828,1248.98571777344,,465.376251220703,1248.98571777344,,-0.001220703125
429.241973876953,1162.02758789063,,429.240844726563,1162.02758789063,,-0.001129150390625,-2.63056844237857,-2.6305753622871,,,,469.939361572266,2481.54125976562,,469.938140869141,2481.54125976562,,-0.001220703125
436.34375,7963.416015625,,436.342590332031,7963.416015625,,-0.00115966796875,-2.65769354723197,-2.65770061058573,,,,470.938201904297,1022.06097412109,,470.936950683594,1022.06097412109,,-0.001251220703125
437.346557617188,2005.08898925781,,437.345397949219,2005.08898925781,,-0.00115966796875,-2.65159962631983,-2.65160665731906,,,,471.106292724609,42790.546875,,471.105041503906,42790.546875,,-0.001251220703125
444.406158447266,6268.76171875,,444.404998779297,6268.76171875,,-0.00115966796875,-2.60947771921484,-2.60948452860658,,,,472.110565185547,2443.83740234375,,472.109313964844,2443.83740234375,,-0.001251220703125
445.121490478516,1250.37622070313,,445.120330810547,1250.37622070313,,-0.00115966796875,-2.60528416074302,-2.60529094826626,,,,472.116394042969,2294.4833984375,,472.115142822266,2294.4833984375,,-0.001251220703125
464.375183105469,4512.03271484375,,464.373962402344,4512.03271484375,,-0.001220703125,-2.62870017479542,-2.62870708487819,,,,473.103668212891,19450.990234375,,473.102416992188,19450.990234375,,-0.001251220703125
465.378601074219,1371.34118652344,,465.377380371094,1371.34118652344,,-0.001220703125,-2.62303234867759,-2.62303922899434,,,,473.898162841797,1008.54656982422,,473.896911621094,1008.54656982422,,-0.001251220703125
469.939147949219,2496.69873046875,,469.937927246094,2496.69873046875,,-0.001220703125,-2.59757700614444,-2.59758375356827,,,,474.107147216797,1336.68103027344,,474.105895996094,1336.68103027344,,-0.001251220703125
471.106597900391,45156.60546875,,471.105346679687,45156.60546875,,-0.001251220703125,-2.65591844542486,-2.65592549934638,,,,474.114959716797,1000.39910888672,,474.113708496094,1000.39910888672,,-0.001251220703125
472.108642578125,3051.62084960937,,472.107391357422,3051.62084960937,,-0.001251220703125,-2.65028129180657,-2.65028831581611,,,,474.894256591797,4085.85595703125,,474.893005371094,4085.85595703125,,-0.001251220703125
472.116394042969,2995.80053710938,,472.115142822266,2995.80053710938,,-0.001251220703125,-2.65023777804065,-2.65024480181954,,,,475.101348876953,1812.42907714844,,475.10009765625,1812.42907714844,,-0.001251220703125
473.104614257813,24869.0078125,,473.103363037109,24869.0078125,,-0.001251220703125,-2.64470196531028,-2.64470895977727,,,,478.865539550781,2844.06665039063,,478.864288330078,2844.06665039063,,-0.001251220703125
474.1123046875,1970.05114746094,,474.111053466797,1970.05114746094,,-0.001251220703125,-2.63908084804868,-2.63908781281478,,,,494.348297119141,2095.6591796875,,494.346984863281,2095.6591796875,,-0.001312255859375
474.8955078125,4067.82348632813,,474.894256591797,4067.82348632813,,-0.001251220703125,-2.63472844560789,-2.63473538742017,,,,495.350402832031,1012.82965087891,,495.349090576172,1012.82965087891,,-0.001312255859375
475.100250244141,1054.10339355469,,475.098999023438,1054.10339355469,,-0.001251220703125,-2.63359302059309,-2.63359995642356,,,,519.138854980469,1026.23352050781,,519.137512207031,1026.23352050781,,-0.0013427734375
475.894470214844,1499,,475.893218994141,1499,,-0.001251220703125,-2.62919781892009,-2.62920473161944,,,,520.335754394531,1022.44927978516,,520.334411621094,1022.44927978516,,-0.0013427734375
476.308471679688,1280.85559082031,,476.307220458984,1280.85559082031,,-0.001251220703125,-2.62691255251583,-2.62691945320351,,,,520.437072753906,3588.185546875,,520.435729980469,3588.185546875,,-0.0013427734375
476.891326904297,1145.33312988281,,476.890075683594,1145.33312988281,,-0.001251220703125,-2.62370194745877,-2.62370883128874,,,,536.166381835938,32776.05859375,,536.164978027344,32776.05859375,,-0.00140380859375
478.866149902344,2627.72192382812,,478.864898681641,2627.72192382812,,-0.001251220703125,-2.61288191570894,-2.61288874287868,,,,537.166748046875,5374.4091796875,,537.165344238281,5374.4091796875,,-0.00140380859375
494.348937988281,2214.43774414062,,494.347625732422,2214.43774414062,,-0.001312255859375,-2.65451335794335,-2.65452040440322,,,,538.16357421875,5065.7861328125,,538.162170410156,5065.7861328125,,-0.00140380859375
519.140686035156,1729.75134277344,,519.139343261719,1729.75134277344,,-0.0013427734375,-2.58653092238867,-2.58653761254819,,,,552.871765136719,1737.68212890625,,552.870300292969,1737.68212890625,,-0.00146484375
520.437866210937,4655.28125,,520.4365234375,4655.28125,,-0.0013427734375,-2.58008404975622,-2.5800907066071,,,,556.842407226563,1234.55310058594,,556.840942382813,1234.55310058594,,-0.00146484375
533.343078613281,1048.4990234375,,533.341674804688,1048.4990234375,,-0.00140380859375,-2.63209301862503,-2.63209994655693,,,,564.358154296875,1089.12829589844,,564.356689453125,1089.12829589844,,-0.00146484375
536.166931152344,38177.69921875,,536.16552734375,38177.69921875,,-0.00140380859375,-2.61823046552479,-2.61823732067351,,,,608.386474609375,1649.88146972656,,608.384887695313,1649.88146972656,,-0.0015869140625
537.166809082031,8230.0234375,,537.165405273437,8230.0234375,,-0.00140380859375,-2.61335691263014,-2.61336374228234,,,,610.185668945313,13592.9482421875,,610.18408203125,13592.9482421875,,-0.0015869140625
538.163330078125,4054.18579101563,,538.161926269531,4054.18579101563,,-0.00140380859375,-2.60851774041574,-2.60852454479829,,,,611.184814453125,3586.10229492187,,611.183227539063,3586.10229492187,,-0.0015869140625
538.173278808594,1276.35571289063,,538.171875,1276.35571289063,,-0.00140380859375,-2.60846951906967,-2.60847632320065,,,,612.184631347656,2226.16479492187,,612.183044433594,2226.16479492187,,-0.0015869140625
550.759826660156,1173.46997070313,,550.758361816406,1173.46997070313,,-0.00146484375,-2.65967791965312,-2.65968499355858,,,,613.179321289063,1009.09796142578,,613.177734375,1009.09796142578,,-0.0015869140625
552.875793457031,1049.11669921875,,552.874328613281,1049.11669921875,,-0.00146484375,-2.64949879762433,-2.6495058174868,,,,652.412902832031,1351.20483398438,,652.411193847656,1351.20483398438,,-0.001708984375
556.844116210938,2144.39501953125,,556.842651367188,2144.39501953125,,-0.00146484375,-2.63061727215073,-2.63062419231617,,,,660.816955566406,1519.42333984375,,660.815246582031,1519.42333984375,,-0.001708984375
564.362060546875,1124.33166503906,,564.360595703125,1124.33166503906,,-0.00146484375,-2.59557445902821,-2.59558119605247,,,,684.2060546875,4456.9814453125,,684.204284667969,4456.9814453125,,-0.00177001953125
582.840576171875,1059.86926269531,,582.839050292969,1059.86926269531,,-0.00152587890625,-2.61800390815623,-2.61801076211864,,,,685.20947265625,1299.57104492188,,685.207641601563,1299.57104492188,,-0.0018310546875
608.386901855469,1470.39318847656,,608.385314941406,1470.39318847656,,-0.0015869140625,-2.60839616642009,-2.6084029701684,,,,696.439575195313,1007.06195068359,,696.437744140625,1007.06195068359,,-0.0018310546875
